company,frame,score,confidence,fallback,citations,dt_ms,rationale
demos,Stage of company,3.8,medium,false,1,4416,"Demos is a decades-old UK think tank with an established policy brand, staff infrastructure, and a demonstrated ability to submit formal consultation responses to DSIT. It lacks an AI-specialist regulatory affairs function or a primary seat at AI-safety tables, but it is clearly an institutionally mature actor with a recognisable voice in UK policy circles."
demos,Policy posture,1.8,low,false,1,3618,"Demos submitted a consultation response proposing new democratic-participation duties and a public-interest procurement test—novel normative frameworks rather than compliance with existing rules. No safety frameworks or lobbying records appear, but the DSIT submission shows a think-tank posture of writing new regulatory logic, consistent with a frontier-defining stance, albeit at limited scale."
demos,Working style,2.1,low,false,1,3707,"Demos's visible output here is a formal written consultation response to DSIT—a classic writing-led artefact. No lobbying records, briefings, or coalition activity appear in the evidence. As an established think tank its default playbook leans heavily on published papers and formal submissions rather than government-affairs meetings."
demos,Team style,3.8,medium,false,1,4226,"Demos is an established think tank applying its longstanding democratic-participation and public-interest framework to AI — the DSIT White Paper response recycles familiar civic arguments (procurement tests, participatory duties) rather than pioneering new analytical territory. Monday mornings likely follow a known research-and-consultation playbook, though some adaptation is needed as AI specifics evolve."
nesta,Geographic remit,1.4,low,false,1,5345,"Only evidence is a single UK DSIT consultation response; no EU, US, or international forum engagement visible. Nesta's AI policy work appears entirely UK-facing (DSIT, CMA-adjacent themes), consistent with a domestic public-innovation remit rather than a multi-jurisdiction operation."
nesta,Policy area scope,2.8,low,false,1,3923,"Nesta's single consultation submission covers regulator capacity and funding—a narrow slice of AI governance. Its focus areas (early years, public services) suggest moderate breadth beyond one issue, but evidence shows no engagement on compute controls, copyright, content provenance, or age-appropriate design. Organisation is broad institutionally, but AI policy footprint appears limited in scope."
nesta,Stage of company,4.2,medium,false,1,4346,"Nesta is a decades-old UK charity with a global reputation, dedicated policy and research functions, and a track record of submitting to DSIT consultations — clear signs of an established regulatory-affairs presence. Its AI work is a strand within a mature institution rather than its core product, but the organisation has the comms infrastructure and convening power of a well-resourced think-tank."
nesta,Policy posture,3.2,low,false,1,3643,"Nesta engages in policy shaping—submitting to the AI Regulation White Paper consultation with a substantive argument about regulator capacity—but stops short of frontier-defining behaviour like RSPs or novel frameworks. Its posture is more think-tank advocacy than rule-writing, sitting closer to the compliance-maintaining end without being purely reactive."
nesta,Working style,1.8,medium,false,1,3499,"Nesta's visible footprint here is a single written consultation response to DSIT's AI White Paper, consistent with a writing-led, research-and-publish model. No lobbying records, meetings with officials, or coalition activity appear in the evidence. The company description itself notes it is 'mostly writing-led,' confirming the pattern."
nesta,Team style,2.8,low,false,1,3740,"Nesta operates as a mature policy-influencing organisation with established writing-led workflows, but its AI work spans novel public-sector applications (childcare, early-years tech) where no settled playbook exists. The single consultation submission shows considered policy judgment rather than templated advocacy, suggesting more frontier-setting than playbook execution, though institutional maturity moderates this."
royal-society-policy,Geographic remit,2.8,low,false,0,3652,"The Royal Society's policy work spans beyond UK borders—it engages with international scientific bodies and G7/G20 science advisory processes—but its primary audience is UK government and research-system stakeholders. No direct evidence of systematic EU AI Office, NIST, or international forum engagement in the provided record; inference based on institutional reputation only."
royal-society-policy,Policy area scope,2.1,low,false,0,3292,"Royal Society's AI policy work centers on science, data governance, and research-systems policy — a coherent but narrow cluster. No evidence of engagement on compute export controls, age-appropriate design, content provenance, or procurement. Their convening model goes deep on credibility within that cluster rather than spreading across the full AI policy surface."
royal-society-policy,Stage of company,4.2,medium,false,0,3905,"The Royal Society is a centuries-old national academy with established government relationships, dedicated policy staff, and a track record of convening expert working groups whose outputs are cited in parliamentary and regulatory processes. Its AI in science work operates with institutional prestige and direct access to DSIT and AISI, though its policy surface is narrower and more advisory than a full regulatory-affairs function."
royal-society-policy,Policy posture,1.8,low,false,0,4095,"The Royal Society convenes expert working groups and publishes reports that shape discourse rather than comply with regulations—classic framework-setting behavior. However, it operates as a scientific academy, not a commercial AI firm with a compliance function, so it sits near the frontier-defining end without fully matching that anchor's industry-specific artifacts (RSPs, model cards). No direct evidence available."
royal-society-policy,Working style,2,low,false,0,7309,"The Royal Society's policy function is characterised by convening working groups, publishing reports, and producing outputs that get cited by others — classic writing-led work. Its influence comes through prestige and paper, not Westminster relationship management or coalition lobbying. No lobbying records or consultation submissions were provided to suggest otherwise."
royal-society-policy,Team style,2.1,low,false,0,3820,"Royal Society policy work is convening-and-framing rather than executing a standardised playbook — each working group defines its own scope, evidence base, and outputs with no fixed template. Evidence base is empty, but the institution's known mode (bespoke reports, prestige convening, long feedback loops) fits the frontier-setting end of the scale."
cetas,Geographic remit,2.5,low,false,0,4292,"CETaS is a UK defence/security think-tank embedded in RUSI and Turing, with its primary client base being MoD and the UK Intelligence Community. No evidence in the provided record shows active engagement with EU AI Office, NIST, or international forums, though RUSI's broader network sometimes touches NATO and Five Eyes channels, suggesting limited but non-zero cross-border reach."
cetas,Policy area scope,2.1,low,false,0,3311,"CETaS is explicitly oriented around defence, intelligence, and national-security AI — a well-defined niche rather than a broad policy surface. No evidence in the provided record of engagement on consumer protection, export controls beyond security framing, age-appropriate design, or copyright. The security/assurance focus is deep but narrow."
cetas,Stage of company,3.2,low,false,0,4115,"CETaS operates as a research centre within RUSI, an established think-tank with real MoD/intelligence community access, giving it institutional weight beyond a startup. However, it lacks a commercial product, regulatory affairs function, or lobbying footprint of its own — it punches above its size via RUSI's brand but is still a small research unit, not a corporate actor with global comms."
cetas,Policy posture,1.5,low,false,0,3946,"CETaS is a research centre, not a regulated AI deployer, so 'compliance-maintaining' is structurally inapplicable. Its entire output — publishing novel security-AI frameworks, advising MoD/IC, shaping policy before statutory instruments exist — sits firmly at the frontier-defining end. No compliance function to speak of; it is the body others copy."
cetas,Working style,3.2,low,false,0,4212,"CETaS sits at RUSI, a defence think-tank whose outputs are primarily written reports and briefings, but its MoD/UK Intelligence Community orientation and clearance-adjacent work suggest substantial closed-channel engagement alongside public publications. Without direct evidence of lobbying records or consultation submissions, the balance is inferred from RUSI's known operating model: writing-led but with strong government-facing dissemination."
cetas,Team style,1.8,low,false,0,4037,"CETaS operates at the intersection of defence, intelligence, and AI policy — a genuinely novel space with no established playbook. Work landing inside MoD/UK IC channels means bespoke framing for each engagement, two-year-plus feedback cycles, and heavy judgement calls on what 'good' even looks like. Evidence base is thin, but the structural description strongly implies frontier-setting over playbook execution."
odi,Geographic remit,2.8,low,false,0,3341,"The ODI is UK-headquartered and historically most active in UK/gov.uk consultations, but its data-trust and open-data work has involved EU, OECD, and international forums. No direct evidence provided here; general knowledge suggests moderate cross-border engagement, not a full multi-jurisdiction policy operation."
odi,Policy area scope,3.2,low,false,0,3652,"ODI's public record shows it ranges across data trusts, open data infrastructure, AI governance, and data rights—more than a single-issue shop—but its policy surface consistently flows through a data-policy lens rather than spanning compute export controls, age-appropriate design, or content provenance independently. Breadth is real but bounded by that infrastructural framing."
odi,Stage of company,3.8,medium,false,0,4113,"ODI was founded in 2012 by Tim Berners-Lee and Nigel Shadbolt, has offices in London, a recognisable brand in UK/EU policy circles, and regularly contributes to government consultations and CDEI/DSIT processes. It is not a startup, but it lacks the global regulatory footprint or headcount of a major think-tank or tech incumbent."
odi,Policy posture,1.8,low,false,0,3780,"ODI's institutional identity is framework-origination: coining 'data trusts,' publishing open data certificates, and seeding new governance concepts before regulation catches up. No compliance function evidence exists in the provided record, consistent with a think-tank/standards-body posture that writes the vocabulary regulators later adopt."
odi,Working style,2,low,false,0,3707,"The ODI's reputation is built on long-form reports, technical guides, and open datasets rather than Westminster relationship work; their public output—data-trust frameworks, open-data standards, blog series—is widely cited by others. No lobbying records or coalition filings appear in the evidence, consistent with a writing-led shop."
odi,Team style,2.8,low,false,0,3569,"ODI has been building data-trust and data-governance frameworks since 2012, which implies accumulated playbooks, but the AI-as-data-policy framing still requires continuous judgement calls as AI regulation evolves. No direct evidence submitted; inference from their known posture as a research-and-convening shop rather than a pure execution outfit."
cma-dmu,Geographic remit,2.5,low,false,0,4146,"The CMA/DMU is a UK statutory body whose formal remit is domestic competition law and the UK Digital Markets Act; it cannot lobby or submit to foreign regulators. However, the DMU's foundation-model work explicitly involved international coordination (G7 digital track, bilateral engagement with EC/FTC/DOJ), making it more than purely UK-only but structurally constrained to advisory/cooperative roles abroad."
cma-dmu,Policy area scope,2.5,low,false,0,4130,"The CMA's Digital Markets Unit is a regulator, not a lobbying entity, so the frame maps awkwardly. Within its remit it covers AI competition, foundation-model markets, and digital markets broadly — spanning merger control, interoperability, and platform dominance — but it does not touch export controls, age-appropriate design, or content provenance. Moderate breadth within a defined competition/digital lane."
cma-dmu,Stage of company,5,medium,false,0,4329,"The CMA's Digital Markets Unit is a statutory regulatory body within a major G7 competition authority, with a career civil-service register, a dedicated digital markets function, and direct authorship of the foundation-model market study that shaped the UK AI regulatory frame. It holds a permanent institutional seat at cross-regulator forums including the DRCF and engages AISI directly."
cma-dmu,Policy posture,1.2,medium,false,0,3341,"The CMA's Digital Markets Unit authored the foundational market study that defined the regulatory frame for AI competition in the UK — it is structurally a rule-writer, not a rule-follower. No lobbying records or compliance filings exist because it is the regulator issuing them. Its role is frontier-defining by institutional design."
cma-dmu,Working style,1.5,low,false,0,3795,"The CMA DMU is a regulatory body, not an industry actor: its primary outputs are formal market studies, technical reports, and published consultation documents (e.g. the foundation-models review) that others cite and respond to. It does engage with government, but as an arm of government itself—its 'meetings' are statutory processes, not lobbying. Writing-led by institutional design."
cma-dmu,Team style,2.2,low,false,0,3970,"The CMA DMU pioneered the foundation-model market study framework with no prior template — genuine frontier-setting work requiring novel analytical judgement on multi-sided AI markets. Although it operates within a career civil-service structure (adding process discipline), the substantive policy problems are genuinely novel, suggesting Monday mornings feel more like invention than execution. Thin direct evidence lowers confidence."
elevenlabs-london,Geographic remit,2,low,false,1,3297,"No lobbying records, consultation submissions, or publications are present in the evidence. The sole document is a product-safety framework with no indication of multi-jurisdiction policy engagement. ElevenLabs' London desk is described as smaller than New York, suggesting limited independent geographic reach beyond UK-adjacent activity."
elevenlabs-london,Policy area scope,1.8,low,false,1,3520,"ElevenLabs' only evidenced policy framework (May 2025) is tightly scoped to voice-clone consent, a no-go list, and speech detection — classic single-issue specialist territory. No lobbying records, consultation submissions, or publications touching adjacent domains like export controls, procurement, or age-appropriate design were found."
elevenlabs-london,Stage of company,3.2,medium,false,1,3916,"ElevenLabs has a published safety framework with concrete mechanisms (KYC tiers, consent verification, speech classifier) and a London presence, indicating meaningful product-in-market maturity. However, no lobbying records, consultation submissions, or regulatory-affairs footprint are evidenced, and the London desk is explicitly smaller than the US operation, placing it well short of an established global regulatory actor."
elevenlabs-london,Policy posture,3.2,low,false,1,3526,"ElevenLabs has a published safety framework (voice-clone consent, no-go lists, KYC tiers) that is proactive for a scale-up, but there are no consultation submissions, lobbying records, or novel policy frameworks visible here. The posture is closer to responsible product-level policy than frontier rule-writing, sitting mid-scale leaning compliance."
elevenlabs-london,Working style,2.1,low,false,1,5211,"The only substantive evidence is an internal deployment/safety policy (voice-clone consent, KYC tiers) — a writing/policy-document artefact. No lobbying records, consultation submissions, or Westminster meeting traces exist in the record. London desk is small and policy work appears US-led; what little exists is published-framework style, not government-affairs activity."
elevenlabs-london,Team style,1.8,low,false,1,4264,"London desk is small, policy territory (voice cloning, deepfake consent, provenance) has no settled playbook, and the one safety framework (May 2025) looks like it was built from first principles rather than lifted from an established template. No lobbying records or consultation submissions visible, consistent with a team still finding the shape of the work."
ico-ai,Geographic remit,1.8,medium,false,1,3910,"The ICO is a UK statutory body whose mandate is defined by UK law (UK GDPR, DPA 2018), and the sole consultation evidence shows engagement with DSIT on UK AI regulation. While the ICO maintains bilateral contacts with EU/international counterparts (e.g. EDPB, Global Privacy Assembly), its policy work is structurally UK-domestic."
ico-ai,Policy area scope,1.8,low,false,1,3625,"ICO's AI strand is tightly scoped to data-protection law: the sole consultation evidence covers UK GDPR interpretation for generative AI, with focus areas limited to data protection, AI auditing, and ADM regulation. There is no evidence of engagement on compute export controls, procurement, age-appropriate design, or content provenance beyond its statutory GDPR remit."
ico-ai,Stage of company,4.8,high,false,1,4905,"The ICO is a statutory UK regulator with decades of institutional history, a dedicated AI auditing function, and direct engagement with DSIT on AI governance (evidenced by its AI Regulation White Paper response). It has an established regulatory affairs operation, formal guidance-issuing power, and is a first-call body for AI-data-protection questions across industry."
ico-ai,Policy posture,4.8,low,false,1,4186,"The ICO is a statutory regulator applying existing law (UK GDPR) to new AI contexts, exemplified by its DSIT White Paper response clarifying GDPR interpretation for generative AI—reactive standard-setting, not frontier framework creation. Its role is inherently compliance-maintenance: it enforces known rules reliably rather than publishing novel scaling policies or originating new regulatory architectures."
ico-ai,Working style,1.8,low,false,1,3470,"The ICO's AI strand operates primarily through published guidance, consultation responses, and technical reports (e.g., GDPR interpretation for generative AI submitted to DSIT). As a regulator it produces written outputs that others cite and comply with, rather than lobbying or coalition-building in a government affairs sense."
ico-ai,Team style,4.2,medium,false,1,3933,"ICO applies established UK GDPR frameworks to AI rather than inventing new approaches — their 2024 DSIT response clarified existing data-protection interpretation for generative AI, a classic playbook execution. As a mature regulator, Monday mornings involve applying known compliance structures consistently, not building practice from scratch."
ofcom-ai,Geographic remit,1.8,medium,false,1,3892,"Ofcom's AI policy work is structurally anchored in UK domestic remit — the only consultation evidence is a DSIT response mapping Online Safety Act duties to generative-AI harms. Ofcom does engage some international forums (e.g. ITU, bilateral regulator dialogues) but its primary policy surface remains UK statute and UK regulators, with no evidence of sustained EU AI Office or NIST engagement."
ofcom-ai,Policy area scope,2.1,low,false,1,3545,"Ofcom's AI policy work is tightly scoped to online-safety and synthetic-media harms under the OSA framework; the single consultation submission addresses platforms and regulator coordination rather than compute controls, procurement, or age-appropriate design as distinct topics. Breadth is constrained by institutional mandate, not strategic choice."
ofcom-ai,Stage of company,4.7,medium,false,1,3912,"Ofcom is a statutory UK regulator with established legislative mandate (Online Safety Act), dedicated specialist teams, and direct engagement with DSIT on AI/OSA coordination — clearly not a startup. The AI work sits within a large, mature institutional infrastructure with government-level standing, though the AI-specific function is a sub-unit rather than a standalone AI regulator."
ofcom-ai,Policy posture,2.1,low,false,1,3572,"Ofcom's DSIT consultation submission actively mapped existing OSA duties onto generative-AI harms and advocated for a regulator coordination function—shaping the regulatory architecture rather than simply adapting to it. As a regulator itself, Ofcom writes frameworks others must comply with, placing it firmly at the frontier-defining end of this scale."
ofcom-ai,Working style,3.2,low,false,1,3720,"Ofcom's AI work is institutionally embedded in regulatory machinery—its DSIT White Paper response was a formal consultation submission mapping OSA duties, not a public essay. As a statutory regulator it operates through official channels, stakeholder briefings, and inter-regulator coordination rather than long-form public thought leadership, though it does publish guidance documents."
ofcom-ai,Team style,3.8,low,false,1,4020,"Ofcom's AI work within Online Safety sits inside an established regulatory machine with existing OSA duties, coordination protocols, and specialist roles — suggesting a known playbook rather than pure frontier-building. The consultation response mapped generative-AI harms onto pre-existing OSA frameworks, indicating structured execution. Some novel judgment calls remain (synthetic media, AI-specific guidance), but the institutional scaffolding is substantial."
xai-london,Geographic remit,2,low,false,1,3159,"No lobbying records, consultation submissions, or publications are available for xAI's London presence. The only evidence is a draft US-origin safety framework. The company description explicitly flags this as a minimal footprint with policy driven from the US, suggesting no meaningful multi-jurisdiction remit from London."
xai-london,Policy area scope,1.5,low,false,1,3589,"xAI's London presence is described as a pin rather than an active policy shop, with no lobbying records, consultation submissions, or publications on file. The sole evidence is a thin draft safety framework focused narrowly on benchmark categories and mitigations, suggesting engagement limited to frontier-model safety rather than any broader multi-domain policy surface."
xai-london,Stage of company,3.2,low,false,1,4083,"xAI is a well-funded, product-in-market company (Grok, X integration) with global reach, but its London presence is minimal and its policy/regulatory footprint is thin — one draft safety framework with weak commitments, no lobbying records or consultation submissions in evidence. It sits above startup stage by virtue of scale, but lacks the regulatory affairs infrastructure of established peers."
xai-london,Policy posture,2.1,low,false,1,3724,"xAI's draft Risk Management Framework (Feb 2025) shows some frontier-defining intent—publishing a framework unprompted—but it is notably light on thresholds and external-access commitments compared to peers like Anthropic or DeepMind. The London entity has no visible consultation submissions or lobbying records, suggesting the company is attempting to write rules but not yet doing so credibly or completely."
xai-london,Working style,3,low,false,1,3598,"Evidence is too thin to distinguish writing-led from government-affairs-led work: no publications, no lobbying records, no consultation submissions for the London operation. The sole artefact is a draft safety framework, which is a written document but carries little weight given the company's acknowledged minimal London footprint. Score defaults to midpoint under uncertainty."
xai-london,Team style,1.8,low,false,1,3221,"xAI London is essentially a placeholder with no local consultation submissions, lobbying records, or publications. The draft Risk Management Framework (Feb 2025) is thin on thresholds and external commitments, signalling a team still defining what 'good' looks like rather than executing a mature playbook."
polyai,Geographic remit,1.5,low,false,1,3312,"No lobbying records, consultation submissions, or publications are present. The single evidence item is an internal deployment policy focused on enterprise guardrails, with no indication of engagement beyond UK borders. PolyAI's profile as a compliance-focused voice-AI vendor aligns with a narrow, domestically-oriented policy remit."
polyai,Policy area scope,1.4,medium,false,1,4611,"PolyAI's only documented policy artifact is a narrow enterprise deployment guideline covering voice-agent refusals and audit logs — no lobbying records, no consultation submissions, and no publications spanning broader domains like export controls or age-appropriate design. Evidence confirms a compliance-focused shop with a tightly scoped internal policy surface."
polyai,Stage of company,2.8,medium,false,1,3503,"PolyAI is a funded, product-in-market company with real enterprise deployments and a published safety framework, but evidence of regulatory footprint, lobbying, or policy-table presence is absent. The single safety document is deployment-operational rather than policy-facing, consistent with a mid-size specialist vendor rather than an established player."
polyai,Policy posture,4.6,medium,false,1,3323,"PolyAI's only documented framework is a deployment-guardrails policy (refusal taxonomies, audit logs) aimed at meeting enterprise and regulated-sector expectations — reactive compliance rather than novel standard-setting. No lobbying records, consultation submissions, or proactive safety frameworks were found. Evidence consistently points to a company doing the known thing reliably, not writing new rules."
polyai,Working style,2.1,low,false,1,3466,"Evidence is thin: one internal deployment-policy document (enterprise safety guidelines) and no lobbying records, consultation submissions, or public position papers. The single framework is compliance-oriented rather than advocacy-oriented, suggesting the policy function is inward-facing and writing-light, not a government-affairs operation either."
polyai,Team style,4.2,medium,false,1,3620,"PolyAI's single safety framework (enterprise deployment guardrails: refusal taxonomy, no health-decisioning, audit logs) reads as a standard compliance checklist rather than exploratory policy-building. The focus areas — GDPR, regulated-sector deployment — point to a team running established plays on tight deadlines, not inventing new governance approaches."
benevolentai,Geographic remit,1.8,low,false,1,3372,"Evidence is limited to a single internal governance charter focused on drug-discovery validation, with no lobbying records, consultation submissions, or publications showing engagement beyond UK forums. BenevolentAI's described focus on MHRA aligns with a UK-only regulatory remit; no signals of EU AI Office, NIST, or international forum engagement."
benevolentai,Policy area scope,1.4,low,false,1,4017,"BenevolentAI's only documented framework is narrowly drug-discovery focused, covering validation, dual-use review, and audit trails within that single vertical. No lobbying records, consultation submissions, or publications touching compute export controls, procurement, age-appropriate design, or other policy domains were found. Their engagement appears confined to healthcare AI/MHRA."
benevolentai,Stage of company,3.2,low,false,1,3820,"BenevolentAI is a publicly listed (Euronext Amsterdam) company with a real product, published governance frameworks, and acknowledged MHRA-facing regulatory engagement — well past startup stage. However, evidence here is thin: one governance charter, no lobbying records or consultation submissions, suggesting a modest rather than heavyweight regulatory footprint."
benevolentai,Policy posture,3.2,low,false,1,3296,"BenevolentAI's 2024 Responsible AI in Drug Discovery charter shows domain-specific governance work (dual-use review, validation requirements) that goes slightly beyond pure compliance, but evidence is thin — no consultation submissions, lobbying records, or publications visible. The framework is internally focused rather than sector-shaping, placing it modestly toward compliance-maintaining."
benevolentai,Working style,3.2,low,false,1,3536,"Only evidence is an internal governance charter (Oct 2024); no public consultation submissions, lobbying records, or long-form policy papers are present. BenevolentAI's MHRA-focused healthcare-AI niche strongly implies Westminster/regulator briefing work rather than public writing, but the evidence base is too thin to confirm either mode confidently."
benevolentai,Team style,2.1,low,false,1,4156,"BenevolentAI operates in healthcare-AI regulation where norms are still forming — MHRA frameworks for AI/ML-enabled devices are nascent, and drug-discovery AI governance has no settled playbook. Their 2024 Responsible AI charter (dual-use review, evidence audit trails) shows bespoke judgement-call design rather than execution of an established template. Thin evidence overall, but the domain itself forces frontier-setting."
improbable,Geographic remit,2.5,low,false,0,3495,"No direct evidence of consultation submissions, lobbying filings, or international forum participation was provided. Improbable's defence and dual-use focus implies some engagement beyond pure UK forums (e.g. NATO, export-control bodies), but its London-native origin and small policy desk suggest predominantly UK/domestic orientation with limited but plausible cross-jurisdictional reach."
improbable,Policy area scope,2,low,false,0,3148,"Improbable's described focus areas — simulation policy, dual-use frameworks, and defence policy — cluster tightly around a single technology domain rather than spanning diverse regulatory arenas like age-appropriate design, content provenance, or public procurement. No consultation submissions, lobbying records, or publications were provided to contradict this narrow profile."
improbable,Stage of company,3.4,low,false,0,4297,"Improbable is a well-established UK-headquartered company (founded 2012, raised ~$1B+, SoftBank-backed) with real products in market and a recognised defence/simulation footprint, giving it genuine policy-ecosystem presence. However, the evidence basket here is empty, limiting confidence; its AI-specific regulatory surface is narrower than top-tier frontier labs."
improbable,Policy posture,2.8,low,false,0,3526,"No direct evidence of publications, lobbying records, consultation submissions, or safety frameworks was provided. Improbable's profile as a London-native simulation firm with a defence and dual-use focus suggests an older, more engaged policy-ecosystem footprint than typical AI startups, implying some frontier-shaping activity, but this is inferred from company description alone, not documented evidence."
improbable,Working style,3.5,low,false,0,3417,"No direct evidence was provided, but Improbable's London-native defence/dual-use focus and older policy-ecosystem footprint strongly suggests a government-affairs orientation—Westminster briefings and coalition work fit this profile better than public writing shops. Without concrete lobbying records or publications to examine, the inference is plausible but uncertain."
improbable,Team style,2.1,low,false,0,4478,"No direct evidence was provided, but Improbable's profile — small policy desk, niche dual-use/defence domain with few established templates, London-native with early ecosystem footprint — strongly suggests a frontier-setting posture rather than playbook execution. Dual-use simulation policy lacks mature regulatory frameworks, forcing iterative judgement-heavy work."
big-brother-watch,Geographic remit,1.4,low,false,1,3008,"The single piece of evidence is a UK OFCOM submission on the Online Safety Act — squarely domestic. BBW's described focus (CMA, OFCOM, gov.uk) and narrow advocacy remit show no EU, US, or international forum engagement in the record."
big-brother-watch,Policy area scope,1.8,low,false,1,3852,"Big Brother Watch's sole submission in evidence targets facial recognition under the Online Safety Act—consistent with its described focus on surveillance, predictive policing, and ADM in public services. There is no evidence of engagement on compute export controls, copyright, age-appropriate design, or procurement. Marginally above 1.0 because OSA/platforms is a second venue beyond pure policing, but scope remains very narrow."
big-brother-watch,Stage of company,3.2,medium,false,1,3726,"Big Brother Watch is an established UK civil-liberties organisation with a recognised brand, parliamentary presence, and active regulatory submissions (e.g. Ofcom OSA consultation Jan 2025), placing it well above startup stage. However, it lacks the global footprint, large staff, or formal regulatory-affairs function of a fully established actor; it's influential but narrowly scoped."
big-brother-watch,Policy posture,1.4,low,false,1,3963,"Big Brother Watch consistently arrives at consultations with its own normative frameworks—opposing facial recognition expansion and proposing chilling-effect analysis—rather than adapting to existing rules. Its Ofcom submission on OSA AI guidance exemplifies this: it challenges the regulatory premise rather than operationalising compliance. As a civil-liberties org it has no internal compliance function to speak of."
big-brother-watch,Working style,3.8,low,false,1,3625,"BBW submits formal consultation responses (e.g. Ofcom OSA guidance) and publishes reports, but its core model is campaigning—parliamentary briefings, media appearances, and coalition pressure rather than long-form technical research. The single consultation record confirms regulatory engagement; the organisation's known modus operandi skews toward direct advocacy over writing-led output."
big-brother-watch,Team style,1.8,low,false,1,3885,"Big Brother Watch is a small civil-liberties advocacy shop with no corporate playbook — it defines its own positions on emerging surveillance tech through campaigning and ad-hoc submissions. The single Ofcom consultation shows issue-led, judgement-driven work rather than repeatable process execution. Monday mornings almost certainly involve figuring out the next angle, not running standard plays."
connected-by-data,Geographic remit,1.4,low,false,1,3337,"The only documented policy engagement is a single submission to DSIT on the UK AI Regulation White Paper; no EU, US, or international forum activity appears in the evidence. Connected by Data is a small outfit whose visible policy surface is entirely UK-facing, though its broader advocacy work may touch other jurisdictions not captured here."
connected-by-data,Policy area scope,2.1,low,false,1,3508,"Connected by Data's only evidenced submission targets collective data rights and an AI-rights bill, a tightly scoped agenda. No filings on compute export controls, procurement, age-appropriate design, or content provenance were found. The organisation's stated focus areas confirm this narrow but deep orientation around data rights."
connected-by-data,Stage of company,2.1,medium,false,1,3682,"Connected by Data is an active advocacy voice—evidenced by a DSIT consultation submission pushing collective data rights—but has no lobbying records, no safety frameworks, and minimal published research on record here. It operates at civil-society scale: a recognised name in UK AI policy circles but without the regulatory affairs function or institutional footprint of an established player."
connected-by-data,Policy posture,1.4,medium,false,1,3442,"Connected by Data's DSIT submission explicitly rejected the government's own 'pro-innovation' framing and proposed an entirely new AI-rights bill centred on collective data rights — textbook frontier-defining behaviour. They are not complying with existing rules but contesting the frame itself. Limited evidence volume keeps the score from the absolute floor."
connected-by-data,Working style,1.8,low,false,1,3210,"Connected by Data's visible output is a formal written consultation submission to DSIT advancing collective data rights and an AI-rights bill — classic writing-led advocacy. No lobbying records, Westminster meetings, or coalition activity appear in the evidence. The org's identity as a research/advocacy outfit reinforces a publishing-and-submitting working style."
connected-by-data,Team style,1.4,low,false,1,3845,"Connected by Data is explicitly building a new conceptual frame — collective data rights, an AI Bill — rather than running established regulatory plays. Their DSIT submission rejected the standard 'pro-innovation' framing entirely, signalling a frontier-setting posture. As a small ~2023 outfit with no published playbook or safety framework, Monday mornings are clearly about figuring out what good looks like."
public-law-project,Geographic remit,1.2,medium,false,1,3239,"All visible evidence is UK-only: one consultation submission to DSIT on domestic ADM in public services, no EU, US, or international forum engagement on record. PLP's mission is inherently UK-focused (legal aid, judicial review), and its policy work tracks UK case law and UK regulators."
public-law-project,Policy area scope,1.4,medium,false,1,3297,"Public Law Project's entire visible AI policy footprint is a single DSIT consultation submission focused narrowly on ADM transparency in public services. No evidence of engagement on compute export controls, age-appropriate design, content provenance, copyright, or any other AI policy domain. Deep but tightly bounded."
public-law-project,Stage of company,3.2,medium,false,1,4111,"PLP is a well-established UK legal-aid NGO with a dedicated ADM strand, active DSIT consultation submissions, and litigation capacity that commands regulatory attention. However, it lacks the global footprint, large headcount, or institutional seat at the table of a major tech or policy body — its influence is real but narrow and UK-specific."
public-law-project,Policy posture,1.8,low,false,1,3502,"PLP's DSIT submission actively demanded new statutory duties and a public register—framework-writing behaviour, not compliance maintenance. As a legal-aid organisation rather than an AI deployer, it has no compliance function to speak of; its whole mode of engagement is shaping the rules through litigation and consultation arguments."
public-law-project,Working style,2.1,low,false,1,3554,"PLP's visible output is written consultation submissions (e.g. the DSIT ADM submission demanding statutory transparency duties) and litigation-shaped analysis rather than ministerial meetings or coalition lobbying. The evidence shows no recorded Westminster meetings or government-affairs activity; the organisation's influence model runs through legal argument and formal written submissions."
public-law-project,Team style,1.8,low,false,1,3822,"PLP's ADM strand operates with no established template — it is actively shaping what legal accountability for algorithmic decision-making looks like in the UK through litigation and bespoke regulatory submissions. The single consultation evidence shows original norm-creation (statutory register proposal), not execution of a known playbook. Feedback loops run on judicial-review timescales, not quarters."
oliver-wyman-london,Geographic remit,3,low,false,0,3848,"No direct evidence was provided. Oliver Wyman is a global consultancy with offices across US, EU, and Asia, and its financial-services regulatory practice inherently spans multiple jurisdictions (FSB, Basel, EU, UK, US). However, any specific London AI policy desk likely operates within a broader global structure rather than as a standalone multi-jurisdiction node."
oliver-wyman-london,Policy area scope,1.8,low,false,0,3286,"Oliver Wyman London focuses AI policy work within financial-services regulation — a narrow, well-defined domain. No lobbying records, consultation submissions, or publications were provided to suggest engagement beyond this sector. The consultancy model deepens expertise in one vertical rather than spanning compute controls, content provenance, or age-appropriate design."
